state,year,education_level,median_income
Virginia,2013,Associate's degree,405760
Virginia,2014,Associate's degree,408872
Virginia,2015,Associate's degree,426955
Virginia,2016,Associate's degree,438669
Virginia,2017,Associate's degree,456210
Virginia,2018,Associate's degree,453566
Virginia,2019,Associate's degree,468107
Washington,2008,Associate's degree,408831
Washington,2009,Associate's degree,411431
Washington,2010,Associate's degree,425322
Washington,2011,Associate's degree,445281
Washington,2012,Associate's degree,448208
Washington,2013,Associate's degree,449430
Washington,2014,Associate's degree,479799
Washington,2015,Associate's degree,471400
Washington,2016,Associate's degree,491450
Washington,2017,Associate's degree,514987
Washington,2018,Associate's degree,533450
Washington,2019,Associate's degree,527524
West Virginia,2008,Associate's degree,73953
West Virginia,2009,Associate's degree,76063
West Virginia,2010,Associate's degree,75046
West Virginia,2011,Associate's degree,82692
West Virginia,2012,Associate's degree,81746
West Virginia,2013,Associate's degree,87697
West Virginia,2014,Associate's degree,84402
West Virginia,2015,Associate's degree,90019
West Virginia,2016,Associate's degree,95794
West Virginia,2017,Associate's degree,90494
West Virginia,2018,Associate's degree,96253
West Virginia,2019,Associate's degree,101267
Wisconsin,2008,Associate's degree,330632
Wisconsin,2009,Associate's degree,338575
Wisconsin,2010,Associate's degree,354494
Wisconsin,2011,Associate's degree,366423
Wisconsin,2012,Associate's degree,386784
Wisconsin,2013,Associate's degree,389016
Wisconsin,2014,Associate's degree,402829
Wisconsin,2015,Associate's degree,411400
Wisconsin,2016,Associate's degree,420412
Wisconsin,2017,Associate's degree,433324
Wisconsin,2018,Associate's degree,438602
Wisconsin,2019,Associate's degree,438381
Wyoming,2008,Associate's degree,35190
Wyoming,2009,Associate's degree,32931
Wyoming,2010,Associate's degree,39657
Wyoming,2011,Associate's degree,37078
Wyoming,2012,Associate's degree,38055
Wyoming,2013,Associate's degree,41261
Wyoming,2014,Associate's degree,41611
Wyoming,2015,Associate's degree,42212
Wyoming,2016,Associate's degree,45601
Wyoming,2017,Associate's degree,40340
Wyoming,2018,Associate's degree,44089
Wyoming,2019,Associate's degree,44034
Alabama,2008,Bachelor's degree,439587
Alabama,2009,Bachelor's degree,447402
Alabama,2010,Bachelor's degree,439863
Alabama,2011,Bachelor's degree,443488
Alabama,2012,Bachelor's degree,472037
Alabama,2013,Bachelor's degree,476016
Alabama,2014,Bachelor's degree,478058
Alabama,2015,Bachelor's degree,504626
Alabama,2016,Bachelor's degree,506680
Alabama,2017,Bachelor's degree,528019
Alabama,2018,Bachelor's degree,536086
Alabama,2019,Bachelor's degree,547975
Alaska,2008,Bachelor's degree,74728
Alaska,2009,Bachelor's degree,75816
Alaska,2010,Bachelor's degree,83346
Alaska,2011,Bachelor's degree,77153
Alaska,2012,Bachelor's degree,79559
Alaska,2013,Bachelor's degree,84038
Alaska,2014,Bachelor's degree,85634
Alaska,2015,Bachelor's degree,87869
Alaska,2016,Bachelor's degree,90861
Alaska,2017,Bachelor's degree,86444
Alaska,2018,Bachelor's degree,89635
Alaska,2019,Bachelor's degree,89583
Arizona,2008,Bachelor's degree,667004
Arizona,2009,Bachelor's degree,691996
Arizona,2010,Bachelor's degree,691889
Arizona,2011,Bachelor's degree,719546
Arizona,2012,Bachelor's degree,735758
Arizona,2013,Bachelor's degree,741982
Arizona,2014,Bachelor's degree,765784
Arizona,2015,Bachelor's degree,788933
Arizona,2016,Bachelor's degree,835779
Arizona,2017,Bachelor's degree,863062
Arizona,2018,Bachelor's degree,898032
Arizona,2019,Bachelor's degree,931038
Arkansas,2008,Bachelor's degree,234355
Arkansas,2009,Bachelor's degree,242389
Arkansas,2010,Bachelor's degree,252888
Arkansas,2011,Bachelor's degree,254903
Arkansas,2012,Bachelor's degree,269141
Arkansas,2013,Bachelor's degree,262755
Arkansas,2014,Bachelor's degree,272411
Arkansas,2015,Bachelor's degree,278975
Arkansas,2016,Bachelor's degree,282608
Arkansas,2017,Bachelor's degree,301294
Arkansas,2018,Bachelor's degree,296422
Arkansas,2019,Bachelor's degree,307185
California,2008,Bachelor's degree,4432116
California,2009,Bachelor's degree,4553969
California,2010,Bachelor's degree,4610875
California,2011,Bachelor's degree,4697422
California,2012,Bachelor's degree,4865203
California,2013,Bachelor's degree,4905468
California,2014,Bachelor's degree,5120162
California,2015,Bachelor's degree,5285754
California,2016,Bachelor's degree,5426164
California,2017,Bachelor's degree,5616449
California,2018,Bachelor's degree,5704852
California,2019,Bachelor's degree,5889724
Colorado,2008,Bachelor's degree,748494
Colorado,2009,Bachelor's degree,762038
Colorado,2010,Bachelor's degree,779055
Colorado,2011,Bachelor's degree,789859
Colorado,2012,Bachelor's degree,818469
Colorado,2013,Bachelor's degree,837913
Colorado,2014,Bachelor's degree,862158
Colorado,2015,Bachelor's degree,909032
Colorado,2016,Bachelor's degree,934273
Colorado,2017,Bachelor's degree,994894
Colorado,2018,Bachelor's degree,1013989
Colorado,2019,Bachelor's degree,1057825
Connecticut,2008,Bachelor's degree,481976
Connecticut,2009,Bachelor's degree,475179
Connecticut,2010,Bachelor's degree,491990
Connecticut,2011,Bachelor's degree,500103
Connecticut,2012,Bachelor's degree,503440
Connecticut,2013,Bachelor's degree,508487
Connecticut,2014,Bachelor's degree,527472
Connecticut,2015,Bachelor's degree,535933
Connecticut,2016,Bachelor's degree,541369
Connecticut,2017,Bachelor's degree,533791
Connecticut,2018,Bachelor's degree,544028
Connecticut,2019,Bachelor's degree,549166
Delaware,2008,Bachelor's degree,96864
Delaware,2009,Bachelor's degree,103335
Delaware,2010,Bachelor's degree,99400
Delaware,2011,Bachelor's degree,104599
Delaware,2012,Bachelor's degree,111921
Delaware,2013,Bachelor's degree,108075
Delaware,2014,Bachelor's degree,116931
Delaware,2015,Bachelor's degree,117581
Delaware,2016,Bachelor's degree,121717
Delaware,2017,Bachelor's degree,121442
Delaware,2018,Bachelor's degree,124178
Delaware,2019,Bachelor's degree,134287
District of Columbia,2008,Bachelor's degree,87093
District of Columbia,2009,Bachelor's degree,84646
District of Columbia,2010,Bachelor's degree,96573
District of Columbia,2011,Bachelor's degree,99622
District of Columbia,2012,Bachelor's degree,100904
District of Columbia,2013,Bachelor's degree,102958
District of Columbia,2014,Bachelor's degree,112706
District of Columbia,2015,Bachelor's degree,112629
District of Columbia,2016,Bachelor's degree,115097
District of Columbia,2017,Bachelor's degree,118172
District of Columbia,2018,Bachelor's degree,129782
District of Columbia,2019,Bachelor's degree,129825
Florida,2008,Bachelor's degree,2134466
Florida,2009,Bachelor's degree,2081848
Florida,2010,Bachelor's degree,2171876
Florida,2011,Bachelor's degree,2190780
Florida,2012,Bachelor's degree,2329936
Florida,2013,Bachelor's degree,2409162
Florida,2014,Bachelor's degree,2448663
Florida,2015,Bachelor's degree,2620339
Florida,2016,Bachelor's degree,2675907
Florida,2017,Bachelor's degree,2839500
Florida,2018,Bachelor's degree,2920459
Florida,2019,Bachelor's degree,2982643
Georgia,2008,Bachelor's degree,1100034
Georgia,2009,Bachelor's degree,1096655
Georgia,2010,Bachelor's degree,1093642
Georgia,2011,Bachelor's degree,1119648
Georgia,2012,Bachelor's degree,1140757
Georgia,2013,Bachelor's degree,1149847
Georgia,2014,Bachelor's degree,1199733
Georgia,2015,Bachelor's degree,1244449
Georgia,2016,Bachelor's degree,1270275
Georgia,2017,Bachelor's degree,1311611
Georgia,2018,Bachelor's degree,1362317
Georgia,2019,Bachelor's degree,1410395
Hawaii,2008,Bachelor's degree,167681
Hawaii,2009,Bachelor's degree,173274
Hawaii,2010,Bachelor's degree,184364
Hawaii,2011,Bachelor's degree,180231
Hawaii,2012,Bachelor's degree,186586
Hawaii,2013,Bachelor's degree,199229
Hawaii,2014,Bachelor's degree,200315
Hawaii,2015,Bachelor's degree,205033
Hawaii,2016,Bachelor's degree,211850
Hawaii,2017,Bachelor's degree,216993
Hawaii,2018,Bachelor's degree,218828
Hawaii,2019,Bachelor's degree,219979
Idaho,2008,Bachelor's degree,159133
Idaho,2009,Bachelor's degree,157721
Idaho,2010,Bachelor's degree,165218
Idaho,2011,Bachelor's degree,174646
Idaho,2012,Bachelor's degree,175020
Idaho,2013,Bachelor's degree,185216
Idaho,2014,Bachelor's degree,175108
Idaho,2015,Bachelor's degree,189566
Idaho,2016,Bachelor's degree,203363
Idaho,2017,Bachelor's degree,202800
Idaho,2018,Bachelor's degree,213462
Idaho,2019,Bachelor's degree,220189
Illinois,2008,Bachelor's degree,1565010
Illinois,2009,Bachelor's degree,1593889
Illinois,2010,Bachelor's degree,1629625
Illinois,2011,Bachelor's degree,1645334
Illinois,2012,Bachelor's degree,1684348
Illinois,2013,Bachelor's degree,1698605
Illinois,2014,Bachelor's degree,1737022
Illinois,2015,Bachelor's degree,1757697
Illinois,2016,Bachelor's degree,1813840
Illinois,2017,Bachelor's degree,1829903
Illinois,2018,Bachelor's degree,1833666
Illinois,2019,Bachelor's degree,1886240
Indiana,2008,Bachelor's degree,617092
Indiana,2009,Bachelor's degree,606497
Indiana,2010,Bachelor's degree,617193
Indiana,2011,Bachelor's degree,628173
Indiana,2012,Bachelor's degree,643210
Indiana,2013,Bachelor's degree,655276
Indiana,2014,Bachelor's degree,682893
Indiana,2015,Bachelor's degree,697223
Indiana,2016,Bachelor's degree,716293
Indiana,2017,Bachelor's degree,753268
Indiana,2018,Bachelor's degree,771811
Indiana,2019,Bachelor's degree,777771
Iowa,2008,Bachelor's degree,335245
Iowa,2009,Bachelor's degree,350245
Iowa,2010,Bachelor's degree,344952
Iowa,2011,Bachelor's degree,358051
Iowa,2012,Bachelor's degree,368331
Iowa,2013,Bachelor's degree,370188
Iowa,2014,Bachelor's degree,383943
Iowa,2015,Bachelor's degree,377035
Iowa,2016,Bachelor's degree,398242
Iowa,2017,Bachelor's degree,406630
Iowa,2018,Bachelor's degree,413442
Iowa,2019,Bachelor's degree,420199
Kansas,2008,Bachelor's degree,353290
Kansas,2009,Bachelor's degree,348274
Kansas,2010,Bachelor's degree,354379
Kansas,2011,Bachelor's degree,365541
Kansas,2012,Bachelor's degree,362899
Kansas,2013,Bachelor's degree,374418
Kansas,2014,Bachelor's degree,381292
Kansas,2015,Bachelor's degree,384495
Kansas,2016,Bachelor's degree,390861
Kansas,2017,Bachelor's degree,403542
Kansas,2018,Bachelor's degree,402368
Kansas,2019,Bachelor's degree,414851
Kentucky,2008,Bachelor's degree,337111
Kentucky,2009,Bachelor's degree,358687
Kentucky,2010,Bachelor's degree,359930
Kentucky,2011,Bachelor's degree,359975
Kentucky,2012,Bachelor's degree,378979
Kentucky,2013,Bachelor's degree,392610
Kentucky,2014,Bachelor's degree,386963
Kentucky,2015,Bachelor's degree,406865
Kentucky,2016,Bachelor's degree,419081
Kentucky,2017,Bachelor's degree,423916
Kentucky,2018,Bachelor's degree,442090
Kentucky,2019,Bachelor's degree,453040
Louisiana,2008,Bachelor's degree,389972
Louisiana,2009,Bachelor's degree,419316
Louisiana,2010,Bachelor's degree,424074
Louisiana,2011,Bachelor's degree,415415
Louisiana,2012,Bachelor's degree,433223
Louisiana,2013,Bachelor's degree,453347
Louisiana,2014,Bachelor's degree,463860
Louisiana,2015,Bachelor's degree,470739
Louisiana,2016,Bachelor's degree,473299
Louisiana,2017,Bachelor's degree,482439
Louisiana,2018,Bachelor's degree,496634
Louisiana,2019,Bachelor's degree,503947
Maine,2008,Bachelor's degree,153102
Maine,2009,Bachelor's degree,160080
Maine,2010,Bachelor's degree,162350
Maine,2011,Bachelor's degree,168605
Maine,2012,Bachelor's degree,171449
Maine,2013,Bachelor's degree,172498
Maine,2014,Bachelor's degree,185890
Maine,2015,Bachelor's degree,187513
Maine,2016,Bachelor's degree,181434
Maine,2017,Bachelor's degree,193860
Maine,2018,Bachelor's degree,197489
Maine,2019,Bachelor's degree,205722
Maryland,2008,Bachelor's degree,739285
Maryland,2009,Bachelor's degree,748377
Maryland,2010,Bachelor's degree,762917
Maryland,2011,Bachelor's degree,800177
Maryland,2012,Bachelor's degree,795930
Maryland,2013,Bachelor's degree,814992
Maryland,2014,Bachelor's degree,841315
Maryland,2015,Bachelor's degree,866352
Maryland,2016,Bachelor's degree,860491
Maryland,2017,Bachelor's degree,889090
Maryland,2018,Bachelor's degree,911761
Maryland,2019,Bachelor's degree,911781
Massachusetts,2008,Bachelor's degree,956049
Massachusetts,2009,Bachelor's degree,980758
Massachusetts,2010,Bachelor's degree,992307
Massachusetts,2011,Bachelor's degree,1004133
Massachusetts,2012,Bachelor's degree,1011713
Massachusetts,2013,Bachelor's degree,1037415
Massachusetts,2014,Bachelor's degree,1077993
Massachusetts,2015,Bachelor's degree,1086715
Massachusetts,2016,Bachelor's degree,1124295
Massachusetts,2017,Bachelor's degree,1146586
Massachusetts,2018,Bachelor's degree,1178868
Massachusetts,2019,Bachelor's degree,1197208
Michigan,2008,Bachelor's degree,1015678
Michigan,2009,Bachelor's degree,1005499
Michigan,2010,Bachelor's degree,1023760
Michigan,2011,Bachelor's degree,1037602
Michigan,2012,Bachelor's degree,1062110
Michigan,2013,Bachelor's degree,1089029
Michigan,2014,Bachelor's degree,1105362
Michigan,2015,Bachelor's degree,1145546
Michigan,2016,Bachelor's degree,1162737
Michigan,2017,Bachelor's degree,1201375
Michigan,2018,Bachelor's degree,1239251
Michigan,2019,Bachelor's degree,1252685
Minnesota,2008,Bachelor's degree,744626
Minnesota,2009,Bachelor's degree,738972
Minnesota,2010,Bachelor's degree,760013
Minnesota,2011,Bachelor's degree,777339
Minnesota,2012,Bachelor's degree,807626
Minnesota,2013,Bachelor's degree,813237
Minnesota,2014,Bachelor's degree,834094
Minnesota,2015,Bachelor's degree,847584
Minnesota,2016,Bachelor's degree,860125
Minnesota,2017,Bachelor's degree,888880
Minnesota,2018,Bachelor's degree,920850
Minnesota,2019,Bachelor's degree,942830
Mississippi,2008,Bachelor's degree,234364
Mississippi,2009,Bachelor's degree,234032
Mississippi,2010,Bachelor's degree,236965
Mississippi,2011,Bachelor's degree,240726
Mississippi,2012,Bachelor's degree,249319
Mississippi,2013,Bachelor's degree,248488
Mississippi,2014,Bachelor's degree,254250
Mississippi,2015,Bachelor's degree,253036
Mississippi,2016,Bachelor's degree,264865
Mississippi,2017,Bachelor's degree,265220
Mississippi,2018,Bachelor's degree,284701
Mississippi,2019,Bachelor's degree,270712
Missouri,2008,Bachelor's degree,621851
Missouri,2009,Bachelor's degree,623479
Missouri,2010,Bachelor's degree,639352
Missouri,2011,Bachelor's degree,656222
Missouri,2012,Bachelor's degree,670388
Missouri,2013,Bachelor's degree,685991
Missouri,2014,Bachelor's degree,696669
Missouri,2015,Bachelor's degree,706922
Missouri,2016,Bachelor's degree,729511
Missouri,2017,Bachelor's degree,743797
Missouri,2018,Bachelor's degree,754906
Missouri,2019,Bachelor's degree,775808
Montana,2008,Bachelor's degree,121576
Montana,2009,Bachelor's degree,123649
Montana,2010,Bachelor's degree,133356
Montana,2011,Bachelor's degree,132946
Montana,2012,Bachelor's degree,138862
Montana,2013,Bachelor's degree,135518
Montana,2014,Bachelor's degree,135401
Montana,2015,Bachelor's degree,144135
Montana,2016,Bachelor's degree,148944
Montana,2017,Bachelor's degree,157326
Montana,2018,Bachelor's degree,152448
Montana,2019,Bachelor's degree,171309
Nebraska,2008,Bachelor's degree,213091
Nebraska,2009,Bachelor's degree,214419
Nebraska,2010,Bachelor's degree,232326
Nebraska,2011,Bachelor's degree,225822
Nebraska,2012,Bachelor's degree,233054
Nebraska,2013,Bachelor's degree,238160
Nebraska,2014,Bachelor's degree,247729
Nebraska,2015,Bachelor's degree,244556
Nebraska,2016,Bachelor's degree,261931
Nebraska,2017,Bachelor's degree,263330
Nebraska,2018,Bachelor's degree,269675
Nebraska,2019,Bachelor's degree,277159
Nevada,2008,Bachelor's degree,254739
Nevada,2009,Bachelor's degree,245697
Nevada,2010,Bachelor's degree,256589
Nevada,2011,Bachelor's degree,269461
Nevada,2012,Bachelor's degree,272846
Nevada,2013,Bachelor's degree,282283
Nevada,2014,Bachelor's degree,291473
Nevada,2015,Bachelor's degree,304948
Nevada,2016,Bachelor's degree,308547
Nevada,2017,Bachelor's degree,340110
Nevada,2018,Bachelor's degree,339675
Nevada,2019,Bachelor's degree,355837
New Hampshire,2008,Bachelor's degree,192469
New Hampshire,2009,Bachelor's degree,187812
New Hampshire,2010,Bachelor's degree,185129
New Hampshire,2011,Bachelor's degree,191748
New Hampshire,2012,Bachelor's degree,201804
New Hampshire,2013,Bachelor's degree,202495
New Hampshire,2014,Bachelor's degree,201723
New Hampshire,2015,Bachelor's degree,205513
New Hampshire,2016,Bachelor's degree,213461
New Hampshire,2017,Bachelor's degree,216750
New Hampshire,2018,Bachelor's degree,217282
New Hampshire,2019,Bachelor's degree,224636
New Jersey,2008,Bachelor's degree,1266033
New Jersey,2009,Bachelor's degree,1273186
New Jersey,2010,Bachelor's degree,1321937
New Jersey,2011,Bachelor's degree,1322225
New Jersey,2012,Bachelor's degree,1359609
New Jersey,2013,Bachelor's degree,1374616
New Jersey,2014,Bachelor's degree,1415973
New Jersey,2015,Bachelor's degree,1437307
New Jersey,2016,Bachelor's degree,1460518
New Jersey,2017,Bachelor's degree,1506899
New Jersey,2018,Bachelor's degree,1535321
New Jersey,2019,Bachelor's degree,1555781
New Mexico,2008,Bachelor's degree,178600
New Mexico,2009,Bachelor's degree,192548
New Mexico,2010,Bachelor's degree,189989
New Mexico,2011,Bachelor's degree,195527
New Mexico,2012,Bachelor's degree,202552
New Mexico,2013,Bachelor's degree,204226
New Mexico,2014,Bachelor's degree,206947
New Mexico,2015,Bachelor's degree,198116
New Mexico,2016,Bachelor's degree,215691
New Mexico,2017,Bachelor's degree,211995
New Mexico,2018,Bachelor's degree,221735
New Mexico,2019,Bachelor's degree,221281
New York,2008,Bachelor's degree,2368483
New York,2009,Bachelor's degree,2434198
New York,2010,Bachelor's degree,2433331
New York,2011,Bachelor's degree,2467536
New York,2012,Bachelor's degree,2531374
New York,2013,Bachelor's degree,2589891
New York,2014,Bachelor's degree,2651150
New York,2015,Bachelor's degree,2727078
New York,2016,Bachelor's degree,2749619
New York,2017,Bachelor's degree,2794920
New York,2018,Bachelor's degree,2846770
New York,2019,Bachelor's degree,2898440
North Carolina,2008,Bachelor's degree,1060313
North Carolina,2009,Bachelor's degree,1091506
North Carolina,2010,Bachelor's degree,1123118
North Carolina,2011,Bachelor's degree,1136478
North Carolina,2012,Bachelor's degree,1170056
North Carolina,2013,Bachelor's degree,1211484
North Carolina,2014,Bachelor's degree,1239857
North Carolina,2015,Bachelor's degree,1277412
North Carolina,2016,Bachelor's degree,1345615
North Carolina,2017,Bachelor's degree,1406739
North Carolina,2018,Bachelor's degree,1454678
North Carolina,2019,Bachelor's degree,1471420
North Dakota,2008,Bachelor's degree,85130
North Dakota,2009,Bachelor's degree,80126
North Dakota,2010,Bachelor's degree,87414
North Dakota,2011,Bachelor's degree,86615
North Dakota,2012,Bachelor's degree,89629
North Dakota,2013,Bachelor's degree,93470
North Dakota,2014,Bachelor's degree,94873
North Dakota,2015,Bachelor's degree,105625
North Dakota,2016,Bachelor's degree,107578
North Dakota,2017,Bachelor's degree,108045
North Dakota,2018,Bachelor's degree,110664
North Dakota,2019,Bachelor's degree,108527
Ohio,2008,Bachelor's degree,1179230
Ohio,2009,Bachelor's degree,1183146
Ohio,2010,Bachelor's degree,1210527
Ohio,2011,Bachelor's degree,1196897
Ohio,2012,Bachelor's degree,1240747
Ohio,2013,Bachelor's degree,1279678
Ohio,2014,Bachelor's degree,1301747
Ohio,2015,Bachelor's degree,1329009
Ohio,2016,Bachelor's degree,1362205
Ohio,2017,Bachelor's degree,1381934
Ohio,2018,Bachelor's degree,1431014
Ohio,2019,Bachelor's degree,1464945
Oklahoma,2008,Bachelor's degree,353517
Oklahoma,2009,Bachelor's degree,364742
Oklahoma,2010,Bachelor's degree,376600
Oklahoma,2011,Bachelor's degree,396219
Oklahoma,2012,Bachelor's degree,393930
Oklahoma,2013,Bachelor's degree,402956
Oklahoma,2014,Bachelor's degree,405799
Oklahoma,2015,Bachelor's degree,421765
Oklahoma,2016,Bachelor's degree,432922
Oklahoma,2017,Bachelor's degree,437243
Oklahoma,2018,Bachelor's degree,434570
Oklahoma,2019,Bachelor's degree,447888
Oregon,2008,Bachelor's degree,465367
Oregon,2009,Bachelor's degree,484488
Oregon,2010,Bachelor's degree,478133
Oregon,2011,Bachelor's degree,486317
Oregon,2012,Bachelor's degree,497130
Oregon,2013,Bachelor's degree,521031
Oregon,2014,Bachelor's degree,528064
Oregon,2015,Bachelor's degree,566244
Oregon,2016,Bachelor's degree,572508
Oregon,2017,Bachelor's degree,609160
Oregon,2018,Bachelor's degree,621190
Oregon,2019,Bachelor's degree,627911
Pennsylvania,2008,Bachelor's degree,1382175
Pennsylvania,2009,Bachelor's degree,1394249
Pennsylvania,2010,Bachelor's degree,1445223
Pennsylvania,2011,Bachelor's degree,1443083
Pennsylvania,2012,Bachelor's degree,1484305
Pennsylvania,2013,Bachelor's degree,1540228
Pennsylvania,2014,Bachelor's degree,1554120
Pennsylvania,2015,Bachelor's degree,1611499
Pennsylvania,2016,Bachelor's degree,1676971
Pennsylvania,2017,Bachelor's degree,1697397
Pennsylvania,2018,Bachelor's degree,1723226
Pennsylvania,2019,Bachelor's degree,1761627
Puerto Rico,2008,Bachelor's degree,398934
Puerto Rico,2009,Bachelor's degree,419040
Puerto Rico,2010,Bachelor's degree,389954
Puerto Rico,2011,Bachelor's degree,416008
Puerto Rico,2012,Bachelor's degree,428778
Puerto Rico,2013,Bachelor's degree,416877
Puerto Rico,2014,Bachelor's degree,417133
Puerto Rico,2015,Bachelor's degree,424255
Puerto Rico,2016,Bachelor's degree,433120
Puerto Rico,2017,Bachelor's degree,428558
Puerto Rico,2018,Bachelor's degree,430692
Puerto Rico,2019,Bachelor's degree,443589
Rhode Island,2008,Bachelor's degree,132534
Rhode Island,2009,Bachelor's degree,134035
Rhode Island,2010,Bachelor's degree,128188
Rhode Island,2011,Bachelor's degree,134049
Rhode Island,2012,Bachelor's degree,132903
Rhode Island,2013,Bachelor's degree,142598
Rhode Island,2014,Bachelor's degree,131408
Rhode Island,2015,Bachelor's degree,141131
Rhode Island,2016,Bachelor's degree,151195
Rhode Island,2017,Bachelor's degree,149699
Rhode Island,2018,Bachelor's degree,147507
Rhode Island,2019,Bachelor's degree,156087
South Carolina,2008,Bachelor's degree,449200
South Carolina,2009,Bachelor's degree,480232
South Carolina,2010,Bachelor's degree,484341
South Carolina,2011,Bachelor's degree,486569
South Carolina,2012,Bachelor's degree,504036
South Carolina,2013,Bachelor's degree,529944
South Carolina,2014,Bachelor's degree,543917
South Carolina,2015,Bachelor's degree,575843
South Carolina,2016,Bachelor's degree,591086
South Carolina,2017,Bachelor's degree,607024
South Carolina,2018,Bachelor's degree,627144
South Carolina,2019,Bachelor's degree,656496
South Dakota,2008,Bachelor's degree,92952
South Dakota,2009,Bachelor's degree,93321
South Dakota,2010,Bachelor's degree,98760
South Dakota,2011,Bachelor's degree,97956
South Dakota,2012,Bachelor's degree,98719
South Dakota,2013,Bachelor's degree,104240
South Dakota,2014,Bachelor's degree,111108
South Dakota,2015,Bachelor's degree,110562
South Dakota,2016,Bachelor's degree,111002
South Dakota,2017,Bachelor's degree,109803
South Dakota,2018,Bachelor's degree,117943
South Dakota,2019,Bachelor's degree,121231
Tennessee,2008,Bachelor's degree,620919
Tennessee,2009,Bachelor's degree,636544
Tennessee,2010,Bachelor's degree,621127
Tennessee,2011,Bachelor's degree,655551
Tennessee,2012,Bachelor's degree,680286
Tennessee,2013,Bachelor's degree,681475
Tennessee,2014,Bachelor's degree,717801
Tennessee,2015,Bachelor's degree,719980
Tennessee,2016,Bachelor's degree,756055
Tennessee,2017,Bachelor's degree,790840
Tennessee,2018,Bachelor's degree,801616
Tennessee,2019,Bachelor's degree,845100
Texas,2008,Bachelor's degree,2582943
Texas,2009,Bachelor's degree,2618635
Texas,2010,Bachelor's degree,2733721
Texas,2011,Bachelor's degree,2847501
Texas,2012,Bachelor's degree,2903294
Texas,2013,Bachelor's degree,3044921
Texas,2014,Bachelor's degree,3104847
Texas,2015,Bachelor's degree,3266266
Texas,2016,Bachelor's degree,3362678
Texas,2017,Bachelor's degree,3510311
Texas,2018,Bachelor's degree,3627047
Texas,2019,Bachelor's degree,3750797
Utah,2008,Bachelor's degree,306131
Utah,2009,Bachelor's degree,304181
Utah,2010,Bachelor's degree,315627
Utah,2011,Bachelor's degree,322983
Utah,2012,Bachelor's degree,333947
Utah,2013,Bachelor's degree,348502
Utah,2014,Bachelor's degree,353832
Utah,2015,Bachelor's degree,368302
Utah,2016,Bachelor's degree,381130
Utah,2017,Bachelor's degree,416804
Utah,2018,Bachelor's degree,427561
Utah,2019,Bachelor's degree,448109
Vermont,2008,Bachelor's degree,85431
Vermont,2009,Bachelor's degree,83936
Vermont,2010,Bachelor's degree,87638
Vermont,2011,Bachelor's degree,93188
Vermont,2012,Bachelor's degree,95120
Vermont,2013,Bachelor's degree,93427
Vermont,2014,Bachelor's degree,91472
Vermont,2015,Bachelor's degree,97824
Vermont,2016,Bachelor's degree,92871
Vermont,2017,Bachelor's degree,98774
Vermont,2018,Bachelor's degree,103068
Vermont,2019,Bachelor's degree,101015
Virginia,2008,Bachelor's degree,1027033
Virginia,2009,Bachelor's degree,1035382
Virginia,2010,Bachelor's degree,1075786
Virginia,2011,Bachelor's degree,1111225
Virginia,2012,Bachelor's degree,1132326
Virginia,2013,Bachelor's degree,1172309
Virginia,2014,Bachelor's degree,1173872
Virginia,2015,Bachelor's degree,1209217
Virginia,2016,Bachelor's degree,1241751
Virginia,2017,Bachelor's degree,1270190
Virginia,2018,Bachelor's degree,1296041
Virginia,2019,Bachelor's degree,1312800
Washington,2008,Bachelor's degree,870887
Washington,2009,Bachelor's degree,885861
Washington,2010,Bachelor's degree,897884
Washington,2011,Bachelor's degree,925095
Washington,2012,Bachelor's degree,944631
Washington,2013,Bachelor's degree,984473
Washington,2014,Bachelor's degree,1005685
Washington,2015,Bachelor's degree,1059707
Washington,2016,Bachelor's degree,1098509
Washington,2017,Bachelor's degree,1130392
Washington,2018,Bachelor's degree,1187508
Washington,2019,Bachelor's degree,1204728
West Virginia,2008,Bachelor's degree,130855
West Virginia,2009,Bachelor's degree,133022
West Virginia,2010,Bachelor's degree,140850
West Virginia,2011,Bachelor's degree,150916
West Virginia,2012,Bachelor's degree,147257
West Virginia,2013,Bachelor's degree,146732
West Virginia,2014,Bachelor's degree,152434
West Virginia,2015,Bachelor's degree,152256
West Virginia,2016,Bachelor's degree,162243
West Virginia,2017,Bachelor's degree,156378
West Virginia,2018,Bachelor's degree,163614
West Virginia,2019,Bachelor's degree,161686
Wisconsin,2008,Bachelor's degree,642270
Wisconsin,2009,Bachelor's degree,648584
Wisconsin,2010,Bachelor's degree,659852
Wisconsin,2011,Bachelor's degree,668444
Wisconsin,2012,Bachelor's degree,688002
Wisconsin,2013,Bachelor's degree,711851
Wisconsin,2014,Bachelor's degree,736544
Wisconsin,2015,Bachelor's degree,742544
Wisconsin,2016,Bachelor's degree,758503
Wisconsin,2017,Bachelor's degree,782676
Wisconsin,2018,Bachelor's degree,775533
Wisconsin,2019,Bachelor's degree,829878
Wyoming,2008,Bachelor's degree,54987
Wyoming,2009,Bachelor's degree,56495
Wyoming,2010,Bachelor's degree,58232
Wyoming,2011,Bachelor's degree,61815
Wyoming,2012,Bachelor's degree,64409
Wyoming,2013,Bachelor's degree,68225
Wyoming,2014,Bachelor's degree,69557
Wyoming,2015,Bachelor's degree,67108
Wyoming,2016,Bachelor's degree,67845
Wyoming,2017,Bachelor's degree,67312
Wyoming,2018,Bachelor's degree,66449
Wyoming,2019,Bachelor's degree,73183
